vid,uid,s_min,s_sec,a_obj,split,label
4aCyzLNfW2M,4aCyzLNfW2M_10000_20000,0,10,guitar,train,v2
4ADxi494xsA,4ADxi494xsA_0_5000,0,0,keyboard,train,v1s
4afC_5XM6q0,4afC_5XM6q0_0_5000,0,0,ukulele,train,v1s
4AmBdZmMqVM,4AmBdZmMqVM_2000_12000,0,2,car,train,v2
4AmSlK-Z8pE,4AmSlK-Z8pE_15000_25000,0,15,guitar,test,v2
4AmSlK-Z8pE,4AmSlK-Z8pE_78000_88000,1,18,guitar,test,v2
4aVzh6mImIg,4aVzh6mImIg_0_5000,0,0,guitar,train,v1s
4AzKi1mmdz0,4AzKi1mmdz0_10000_20000,0,10,pig,train,v2
4B-5x4dFaFo,4B-5x4dFaFo_0_5000,0,0,guitar,train,v1s
4bAD3LC4qyg,4bAD3LC4qyg_2000_7000,0,2,emergency-car,train,v1s
4bg9UqOSeBo,4bg9UqOSeBo_8000_18000,0,8,woman,train,v2
4bg9UqOSeBo,4bg9UqOSeBo_74000_84000,1,14,woman,train,v2
4bg9UqOSeBo,4bg9UqOSeBo_90000_100000,1,30,woman,train,v2
4bg9UqOSeBo,4bg9UqOSeBo_160000_170000,2,40,woman_dog,train,v2
4bg9UqOSeBo,4bg9UqOSeBo_177000_187000,2,57,woman_dog,train,v2
4bg9UqOSeBo,4bg9UqOSeBo_195000_205000,3,15,woman_dog,train,v2
4bg9UqOSeBo,4bg9UqOSeBo_225000_235000,3,45,woman,train,v2
4BGKdwx_9Kw,4BGKdwx_9Kw_0_5000,0,0,man,val,v1s
4BiiXbPZdvE,4BiiXbPZdvE_0_5000,0,0,piano,train,v1s
4bmH5rXWS7I,4bmH5rXWS7I_0_5000,0,0,man,train,v1s
4bmQQxR4Yxg,4bmQQxR4Yxg_0_5000,0,0,mower,train,v1s
4C_XVreRipI,4C_XVreRipI_0_5000,0,0,bus,train,v1s
4c-iJIACk1I,4c-iJIACk1I_0_5000,0,0,man,test,v1s
4c0fG9oJ-Qg,4c0fG9oJ-Qg_0_5000,0,0,horse,val,v1s
4c9xmfKia44,4c9xmfKia44_0_5000,0,0,guitar,train,v1s
4cbh7Rd9Fwk,4cbh7Rd9Fwk_3000_8000,0,3,horse,test,v1s
4Cc4hviIWts,4Cc4hviIWts_0_5000,0,0,violin,test,v1s
4CEETmSr-c0,4CEETmSr-c0_0_5000,0,0,wolf,val,v1s
4cEOkkDeJqs,4cEOkkDeJqs_0_5000,0,0,horse,train,v1s
4ChgPZ3Sjuw,4ChgPZ3Sjuw_0_5000,0,0,violin,train,v1s
4cJg6GOkXv4,4cJg6GOkXv4_0_5000,0,0,ukulele,train,v1s
4cqRKsgxBAA,4cqRKsgxBAA_0_5000,0,0,guitar,train,v1s
4CV_ypuzTMs,4CV_ypuzTMs_2000_12000,0,2,guitar_erhu,train,v2
4cYhQAk0PD4,4cYhQAk0PD4_213000_223000,3,33,piano_drum_cello_saxophone,train,v2
4cYhQAk0PD4,4cYhQAk0PD4_640000_650000,10,40,drum_piano_cello_saxophone,train,v2
4cYhQAk0PD4,4cYhQAk0PD4_715000_725000,11,55,cello_saxophone_drum_piano_trumpet,train,v2
4cYhQAk0PD4,4cYhQAk0PD4_2090000_2100000,34,50,drum_piano_trombone_cello,train,v2
4cYhQAk0PD4,4cYhQAk0PD4_3120000_3130000,52,0,piano_drum_cello_saxophone,train,v2
4cYhQAk0PD4,4cYhQAk0PD4_3480000_3490000,58,0,flute_cello_saxophone_drum_piano,train,v2
4cyi9yZXI80,4cyi9yZXI80_1000_6000,0,1,car,test,v1s
4D2uZD_wjvs,4D2uZD_wjvs_5000_10000,0,5,tabla,train,v1s
4Db-g-FYKOA,4Db-g-FYKOA_0_5000,0,0,car,test,v1s
4dC9raNUgIw,4dC9raNUgIw_3000_8000,0,3,horse,train,v1s
4DrqZfZnF5M,4DrqZfZnF5M_3000_8000,0,3,man,train,v1s
4DuUky7GGco,4DuUky7GGco_0_5000,0,0,guitar,train,v1s
4eBE0LLVVT4,4eBE0LLVVT4_1000_6000,0,1,man,val,v1s
4EcdsT9MHrY,4EcdsT9MHrY_0_5000,0,0,guitar,train,v1s
4edK8hTyCXA,4edK8hTyCXA_0_5000,0,0,guitar,train,v1s
4eeCIydN--4,4eeCIydN--4_2000_7000,0,2,cat,test,v1s
4EfaIbx4RzY,4EfaIbx4RzY_0_5000,0,0,guitar,train,v1s
4EfDtN47Dgk,4EfDtN47Dgk_2000_7000,0,2,guitar,val,v1s
4EiN_16iZfY,4EiN_16iZfY_1000_6000,0,1,woman,val,v1s
4EMHsIJLk3c,4EMHsIJLk3c_120000_130000,2,0,gun,test,v2
4eoCZhmgi4M,4eoCZhmgi4M_0_5000,0,0,guitar,train,v1s
4EvpRRHJ_c4,4EvpRRHJ_c4_3000_8000,0,3,car,train,v1s
4f2SbVHDPU8,4f2SbVHDPU8_1000_6000,0,1,cat,train,v1s
4f4T1k-WsEk,4f4T1k-WsEk_0_5000,0,0,violin,test,v1s
4f9OKlHoBsk,4f9OKlHoBsk_44000_54000,0,44,vacuum-cleaner,train,v2
4FMcD2urCm4,4FMcD2urCm4_0_5000,0,0,guitar,train,v1s
4fS56fYQ070,4fS56fYQ070_0_5000,0,0,tabla,train,v1s
4fS56fYQ070,4fS56fYQ070_47000_57000,0,47,tabla_woman,val,v2
4g5UJW0t4uc,4g5UJW0t4uc_0_5000,0,0,cat,val,v1s
4g7ilnLBh_U,4g7ilnLBh_U_0_5000,0,0,man,train,v1s
4gggxf5LBeM,4gggxf5LBeM_5000_10000,0,5,violin,test,v1s
4GJ5N4ivLpQ,4GJ5N4ivLpQ_0_5000,0,0,violin,train,v1s
4gM_5gyM_FA,4gM_5gyM_FA_5000_10000,0,5,car,train,v1s
4GUrjmIZcIQ,4GUrjmIZcIQ_10000_20000,0,10,piano,test,v2
4GUrjmIZcIQ,4GUrjmIZcIQ_47000_57000,0,47,piano_bassoon,test,v2
4GUrjmIZcIQ,4GUrjmIZcIQ_82000_92000,1,22,piano,test,v2
4GUrjmIZcIQ,4GUrjmIZcIQ_120000_130000,2,0,piano_bassoon,test,v2
4GY4p7ADQp0,4GY4p7ADQp0_0_5000,0,0,keyboard,val,v1s
4GY4p7ADQp0,4GY4p7ADQp0_120000_130000,2,0,keyboard,train,v2
4gyda6wcww0,4gyda6wcww0_5000_10000,0,5,dog,train,v1s
4H_dVfcMewg,4H_dVfcMewg_0_5000,0,0,woman,train,v1s
4hEnc01zRHo,4hEnc01zRHo_2000_7000,0,2,man,train,v1s
4HFaGTxgh14,4HFaGTxgh14_2000_7000,0,2,saw,val,v1s
4hjW385XyHE,4hjW385XyHE_5000_10000,0,5,cat,train,v1s
4HlGbrNuyPU,4HlGbrNuyPU_0_10000,0,0,donkey,train,v2
4hlPEicuOKM,4hlPEicuOKM_0_5000,0,0,guitar,test,v1s
4hUSCEtJDTU,4hUSCEtJDTU_5000_10000,0,5,car,train,v1s
4HXvK9zcoyk,4HXvK9zcoyk_21000_31000,0,21,woman_man,train,v2
4HXvK9zcoyk,4HXvK9zcoyk_38000_48000,0,38,guitar,train,v2
4HXvK9zcoyk,4HXvK9zcoyk_60000_70000,1,0,woman_guitar,train,v2
4HXvK9zcoyk,4HXvK9zcoyk_70000_80000,1,10,woman_guitar,train,v2
4HXvK9zcoyk,4HXvK9zcoyk_115000_125000,1,55,woman_guitar,train,v2
4HXvK9zcoyk,4HXvK9zcoyk_200000_210000,3,20,woman_guitar,train,v2
4i-iua3hAG0,4i-iua3hAG0_1000_6000,0,1,guitar,train,v1s
4i5r4V7ZBQI,4i5r4V7ZBQI_4000_9000,0,4,gun,val,v1s
4iBKGaXv6mo,4iBKGaXv6mo_87000_97000,1,27,piano,train,v2
4iBKGaXv6mo,4iBKGaXv6mo_98000_108000,1,38,piano_violin,train,v2
4iBKGaXv6mo,4iBKGaXv6mo_196000_206000,3,16,piano_violin,train,v2
4iBKGaXv6mo,4iBKGaXv6mo_207000_217000,3,27,piano_violin,train,v2
4iBKGaXv6mo,4iBKGaXv6mo_284000_294000,4,44,piano_violin,train,v2
4iBKGaXv6mo,4iBKGaXv6mo_304000_314000,5,4,piano_violin,train,v2
4iBKGaXv6mo,4iBKGaXv6mo_314000_324000,5,14,piano_violin,train,v2
4iHGe8w8qc4,4iHGe8w8qc4_0_5000,0,0,violin,test,v1s
4ijLeXCmQXg,4ijLeXCmQXg_405000_415000,6,45,woman_baby,train,v2
4ipWKLhd39o,4ipWKLhd39o_5000_10000,0,5,violin,train,v1s
4IudCgEvbTk,4IudCgEvbTk_0_5000,0,0,emergency-car,train,v1s
4iWXpUNpXtw,4iWXpUNpXtw_2000_7000,0,2,emergency-car,train,v1s
4iX6QcFCbcQ,4iX6QcFCbcQ_0_5000,0,0,violin,train,v1s
4Iz2-1AbiD4,4Iz2-1AbiD4_5000_10000,0,5,ukulele,train,v1s
4JdLPrUqPrE,4JdLPrUqPrE_0_5000,0,0,guitar,val,v1s
4jkUPQA9ApM,4jkUPQA9ApM_0_5000,0,0,man,val,v1s
4jnOpT78B7o,4jnOpT78B7o_0_5000,0,0,marimba,train,v1s
4JvBVEBTyUM,4JvBVEBTyUM_0_5000,0,0,guitar,train,v1s
4jW7xTLOjtc,4jW7xTLOjtc_5000_10000,0,5,dog,test,v1s
4JxMhLR9Kr4,4JxMhLR9Kr4_0_5000,0,0,man,train,v1s
4JYJRqwqWGM,4JYJRqwqWGM_54000_64000,0,54,bell,train,v2
4k2DmuFwQvc,4k2DmuFwQvc_0_5000,0,0,woman,train,v1s
4k63MOSjOBw,4k63MOSjOBw_21000_31000,0,21,piano_violin,train,v2
4k63MOSjOBw,4k63MOSjOBw_233000_243000,3,53,piano_violin,train,v2
4k63MOSjOBw,4k63MOSjOBw_332000_342000,5,32,piano_violin,train,v2
4k63MOSjOBw,4k63MOSjOBw_468000_478000,7,48,piano_violin,train,v2
4k63MOSjOBw_0,4k63MOSjOBw_0,0,0,piano_violin,train,v1m
4kAoBqK-pFI,4kAoBqK-pFI_5000_10000,0,5,car,train,v1s
4KbX5qa8YIo,4KbX5qa8YIo_0_5000,0,0,guitar,train,v1s
4kc4DrKg06M,4kc4DrKg06M_0_5000,0,0,man,train,v1s
4kfV8c7ibDc,4kfV8c7ibDc_0_5000,0,0,man,train,v1s
4kIMv2FIUWY,4kIMv2FIUWY_0_5000,0,0,bus,train,v1s
4Kl_h0_VJBk,4Kl_h0_VJBk_5000_10000,0,5,horse,train,v1s
4Ko2TdqMgks,4Ko2TdqMgks_3000_8000,0,3,keyboard,train,v1s
4Ko2TdqMgks,4Ko2TdqMgks_3000_13000,0,3,keyboard,test,v2
4kxX9wpOKnA,4kxX9wpOKnA_1000_6000,0,1,man,train,v1s
4KyFqVPkJaM,4KyFqVPkJaM_5000_15000,0,5,piano_violin,train,v2
4KyFqVPkJaM,4KyFqVPkJaM_10000_20000,0,10,piano_violin,train,v2
4KyFqVPkJaM,4KyFqVPkJaM_15000_25000,0,15,piano_violin,train,v2
4KyFqVPkJaM,4KyFqVPkJaM_63000_73000,1,3,piano_violin,train,v2
4KyFqVPkJaM,4KyFqVPkJaM_84000_94000,1,24,piano_violin,train,v2
4KyFqVPkJaM,4KyFqVPkJaM_103000_113000,1,43,piano_violin,train,v2
4KyFqVPkJaM_0,4KyFqVPkJaM_0,0,0,piano,train,v1m
4KyFqVPkJaM_1,4KyFqVPkJaM_1,0,0,piano_violin,train,v1m
4l7Uw-o-RC4,4l7Uw-o-RC4_42000_52000,0,42,parrot,train,v2
4LbXVf1ymHs,4LbXVf1ymHs_1000_11000,0,1,woman_sitar,train,v2
4LbXVf1ymHs,4LbXVf1ymHs_700000_710000,11,40,sitar,train,v2
4LbXVf1ymHs,4LbXVf1ymHs_1222000_1232000,20,22,tabla_sitar,train,v2
4LbXVf1ymHs,4LbXVf1ymHs_2002000_2012000,33,22,tabla_sitar,train,v2
4LbXVf1ymHs,4LbXVf1ymHs_2703000_2713000,45,3,tabla_sitar,train,v2
4LbXVf1ymHs,4LbXVf1ymHs_3214000_3224000,53,34,sitar,train,v2
4le_42J5qkU,4le_42J5qkU_0_5000,0,0,cat,train,v1s
4lH9S8DC8oM,4lH9S8DC8oM_0_5000,0,0,violin,train,v1s
4LnHdWgLlFI,4LnHdWgLlFI_60000_70000,1,0,man,train,v2
4lorH6_kV2A,4lorH6_kV2A_4000_9000,0,4,horse,train,v1s
4lytS3VyzTI,4lytS3VyzTI_0_5000,0,0,saw,train,v1s
4lzKsazb254,4lzKsazb254_0_5000,0,0,guitar,val,v1s
4lZNAMJTw3E,4lZNAMJTw3E_0_5000,0,0,guitar,train,v1s
4M2893g-zWI,4M2893g-zWI_0_5000,0,0,woman,train,v1s
4MA63DLfzos,4MA63DLfzos_123000_133000,2,3,sorna,train,v2
4mcGl3gjvsQ,4mcGl3gjvsQ_1718000_1728000,28,38,saw_man,train,v2
4mgX8QxQsn0,4mgX8QxQsn0_447000_457000,7,27,lion,train,v2
4MJKHVXNtzY,4MJKHVXNtzY_0_5000,0,0,helicopter,train,v1s
4Mk4bWSEnyk,4Mk4bWSEnyk_0_5000,0,0,man,train,v1s
4mswzuaZjnQ,4mswzuaZjnQ_1000_6000,0,1,cat,train,v1s
4muUnvSiceA,4muUnvSiceA_0_5000,0,0,cat,train,v1s
4mX-FX8A9uQ,4mX-FX8A9uQ_0_5000,0,0,bus,train,v1s
4mXaFCSUs58,4mXaFCSUs58_17000_27000,0,17,flute_piano,train,v2
4mXaFCSUs58,4mXaFCSUs58_67000_77000,1,7,flute_piano_clarinet,train,v2
4mXaFCSUs58,4mXaFCSUs58_91000_101000,1,31,piano_clarinet,train,v2
4mXaFCSUs58,4mXaFCSUs58_108000_118000,1,48,flute_piano_clarinet,train,v2
4mXaFCSUs58,4mXaFCSUs58_129000_139000,2,9,flute_piano_clarinet,train,v2
4mXaFCSUs58,4mXaFCSUs58_149000_159000,2,29,flute_piano_clarinet,train,v2
4mYBwlzfH78,4mYBwlzfH78_53000_63000,0,53,emergency-car,train,v2
4mYBwlzfH78,4mYBwlzfH78_90000_100000,1,30,emergency-car_man,train,v2
4MztFzXuZAA,4MztFzXuZAA_5000_10000,0,5,bird,train,v1s
4NAT4ZZIOcI,4NAT4ZZIOcI_0_5000,0,0,woman,train,v1s
4nFXrKKduIU_0,4nFXrKKduIU_0,0,0,piano,val,v1m
4niIHWNvUVw,4niIHWNvUVw_0_10000,0,0,helicopter,train,v2
4njWnic-uCg,4njWnic-uCg_130000_140000,2,10,off-the-screen,val,v2
4njWnic-uCg,4njWnic-uCg_165000_175000,2,45,man,val,v2
4njWnic-uCg,4njWnic-uCg_190000_200000,3,10,man,val,v2
4njWnic-uCg,4njWnic-uCg_210000_220000,3,30,man,val,v2
4NLW2X3DuMU,4NLW2X3DuMU_0_5000,0,0,helicopter,train,v1s
4nsoFVx6MZ4,4nsoFVx6MZ4_0_5000,0,0,cat,train,v1s
4Nz4Y5jq7ak,4Nz4Y5jq7ak_0_5000,0,0,man,train,v1s
4O0eZ-nquKU,4O0eZ-nquKU_0_5000,0,0,keyboard,train,v1s
4O3GQPVdm1Q,4O3GQPVdm1Q_1000_6000,0,1,guitar,train,v1s
4OBBC2cxubQ,4OBBC2cxubQ_3000_8000,0,3,violin,train,v1s
4Ol9khacMhU,4Ol9khacMhU_37000_47000,0,37,saw,train,v2
4OV5W4TknN8,4OV5W4TknN8_0_5000,0,0,man,train,v1s
4p1AE2_zsHY,4p1AE2_zsHY_0_5000,0,0,guitar,train,v1s
4p8hJPMm3D4,4p8hJPMm3D4_5000_10000,0,5,marimba,train,v1s
4PbYE1BNoo8,4PbYE1BNoo8_5000_10000,0,5,woman,test,v1s
4PLtKW3ugLo,4PLtKW3ugLo_0_5000,0,0,dog,train,v1s
4Pod-Q6F86Y,4Pod-Q6F86Y_5000_10000,0,5,violin,train,v1s
4PrmVQNY4lw,4PrmVQNY4lw_5000_10000,0,5,violin,train,v1s
4PRsohAVsDw,4PRsohAVsDw_0_5000,0,0,horse,test,v1s
4pxb7e1U6VU,4pxb7e1U6VU_1000_6000,0,1,dog,train,v1s
4QHb3x3tO6k,4QHb3x3tO6k_0_5000,0,0,bird,train,v1s
4QL6Dlcakiw,4QL6Dlcakiw_4000_14000,0,4,saxophone,train,v2
4QL6Dlcakiw,4QL6Dlcakiw_46000_56000,0,46,saxophone,train,v2
4QO6nQvh4rk,4QO6nQvh4rk_0_5000,0,0,guitar,train,v1s
4r3cnueH214,4r3cnueH214_0_5000,0,0,guitar,val,v1s
4r8kZF_CRSk,4r8kZF_CRSk_3000_8000,0,3,woman,train,v1s
4rchqZSw9DY,4rchqZSw9DY_5000_10000,0,5,lion,train,v1s
4RDab4Ufwu8,4RDab4Ufwu8_0_5000,0,0,bird,train,v1s
4rerQA8KMzM,4rerQA8KMzM_10000_20000,0,10,guitar,train,v2
4rerQA8KMzM,4rerQA8KMzM_40000_50000,0,40,woman_guitar,train,v2
4Rjz6s2owT8,4Rjz6s2owT8_0_5000,0,0,woman,train,v1s
4RM67QN9034_1,4RM67QN9034_1,0,0,guitar,val,v1m
4RM67QN9034_22,4RM67QN9034_22,0,0,guitar_man,train,v1m
4RM67QN9034_3,4RM67QN9034_3,0,0,man,train,v1m
4rYRe3CaRh4_0,4rYRe3CaRh4_0,0,0,tabla_ukulele,train,v1m
4rYRe3CaRh4_1,4rYRe3CaRh4_1,0,0,ukulele,train,v1m
4S-Gub71djg,4S-Gub71djg_0_5000,0,0,ukulele,train,v1s
4s9_61fICT4,4s9_61fICT4_0_5000,0,0,guitar,train,v1s
4sfJsFE1Mmk,4sfJsFE1Mmk_5000_10000,0,5,helicopter,test,v1s
4SJ-Oy97rVE,4SJ-Oy97rVE_5000_15000,0,5,tabla_accordion,train,v2
4SJ-Oy97rVE,4SJ-Oy97rVE_24000_34000,0,24,tabla_woman,train,v2
4SJ-Oy97rVE,4SJ-Oy97rVE_53000_63000,0,53,tabla_woman,train,v2
4SjJw04oJjI,4SjJw04oJjI_0_5000,0,0,guitar,val,v1s
4SnjARXXyTo,4SnjARXXyTo_20000_30000,0,20,vacuum-cleaner,val,v2
4SuSbEPVVg0,4SuSbEPVVg0_0_5000,0,0,car,train,v1s
4suwyU3FfQg,4suwyU3FfQg_20000_30000,0,20,vacuum-cleaner,train,v2
4t0I10eMoJU_0,4t0I10eMoJU_0,0,0,piano,train,v1m
4t0I10eMoJU_1,4t0I10eMoJU_1,0,0,piano,val,v1m
4t7b588zSvI,4t7b588zSvI_1000_6000,0,1,lion,train,v1s
4tASCYb3ySA,4tASCYb3ySA_0_5000,0,0,keyboard,train,v1s
4tASCYb3ySA,4tASCYb3ySA_1000_11000,0,1,keyboard,train,v2
4tdyszmexc8,4tdyszmexc8_15000_25000,0,15,piano,test,v2
4tdyszmexc8,4tdyszmexc8_433000_443000,7,13,piano,test,v2
4TkBeWLHSJA,4TkBeWLHSJA_5000_10000,0,5,man,val,v1s
4tVCIBilaSA,4tVCIBilaSA_5000_15000,0,5,leopard,train,v2
4Twu1pnUlpo,4Twu1pnUlpo_0_5000,0,0,ukulele,test,v1s
4tYg5yxFdPk,4tYg5yxFdPk_0_5000,0,0,woman,test,v1s
4TZAQkLDaqk,4TZAQkLDaqk_5000_10000,0,5,violin,train,v1s
4u11s0GcLjw,4u11s0GcLjw_50000_60000,0,50,baby,train,v2
4U2SrLUlKm0,4U2SrLUlKm0_5000_10000,0,5,man,train,v1s
4uCT8NgRUtI,4uCT8NgRUtI_0_5000,0,0,woman,val,v1s
4UdR7R1RHh0,4UdR7R1RHh0_6000_11000,0,6,car,train,v1s
4UhSRwys27k,4UhSRwys27k_17000_27000,0,17,pipa,val,v2
4UhSRwys27k,4UhSRwys27k_26000_36000,0,26,pipa,val,v2
4unAT0OouX8,4unAT0OouX8_0_5000,0,0,guitar,train,v1s
4UUH1K4bRSo,4UUH1K4bRSo_0_5000,0,0,dog,train,v1s
4uwr6wcM2xQ,4uwr6wcM2xQ_0_5000,0,0,guitar,train,v1s
4v1VgwCvm_U,4v1VgwCvm_U_0_5000,0,0,woman,train,v1s
4v3i_OQ33bo,4v3i_OQ33bo_0_5000,0,0,car,train,v1s
4v3XfIpKpvE,4v3XfIpKpvE_5000_10000,0,5,marimba,train,v1s
4v6G5PJkMkY,4v6G5PJkMkY_0_5000,0,0,saw,train,v1s
4VBd7XmgsTc,4VBd7XmgsTc_1000_6000,0,1,lion,train,v1s
4vcwMj0sL9E,4vcwMj0sL9E_3000_8000,0,3,gun,train,v1s
4VehYs7LSSo,4VehYs7LSSo_20000_30000,0,20,woman_elephant,train,v2
4Vv2XK5lVEg,4Vv2XK5lVEg_10000_20000,0,10,guitar_man,train,v2
4VYFZbVtWd0,4VYFZbVtWd0_5000_10000,0,5,man,train,v1s
4VYKagH7_HU,4VYKagH7_HU_210000_220000,3,30,baby,train,v2
4W2XN0gmCc8,4W2XN0gmCc8_0_5000,0,0,woman,train,v1s
4WBCdiy03TA,4WBCdiy03TA_0_5000,0,0,guitar,train,v1s
4WGAHrLw40g,4WGAHrLw40g_0_5000,0,0,bus,train,v1s
4WGMFP00rIg,4WGMFP00rIg_0_5000,0,0,guitar,train,v1s
4WZbxYGy3As,4WZbxYGy3As_0_5000,0,0,man,train,v1s
4x2OdlSk5Ms,4x2OdlSk5Ms_1000_6000,0,1,dog,test,v1s
4xhzacM1PSA,4xhzacM1PSA_7000_17000,0,7,cat,train,v2
4xLFEog1BDY,4xLFEog1BDY_30000_40000,0,30,piano,train,v2
4XPm-cQRGoc,4XPm-cQRGoc_20000_30000,0,20,marimba,train,v2
4XPm-cQRGoc,4XPm-cQRGoc_50000_60000,0,50,drum_marimba,train,v2
4xW7mL-QIQw,4xW7mL-QIQw_0_5000,0,0,dog,train,v1s
4y7zBxH_gpU,4y7zBxH_gpU_0_5000,0,0,lion,train,v1s
4yCN1HMHgGE,4yCN1HMHgGE_0_5000,0,0,marimba,train,v1s
4YmU3n22Yk0,4YmU3n22Yk0_0_5000,0,0,guitar,val,v1s
4yoC4S8tO0w,4yoC4S8tO0w_0_5000,0,0,violin,train,v1s
4Yptdp_tuow,4Yptdp_tuow_0_10000,0,0,man,train,v2
4Yptdp_tuow,4Yptdp_tuow_25000_35000,0,25,woman,train,v2
4Yptdp_tuow,4Yptdp_tuow_83000_93000,1,23,man,train,v2
4Yptdp_tuow,4Yptdp_tuow_120000_130000,2,0,woman,train,v2
4yqIXHBF3Cg,4yqIXHBF3Cg_5000_10000,0,5,dog,train,v1s
4YrWoJ0hRz8,4YrWoJ0hRz8_0_5000,0,0,mower,train,v1s
4YTzxIjvOb8,4YTzxIjvOb8_0_5000,0,0,lion,train,v1s
4yuoG53SMyQ,4yuoG53SMyQ_3000_8000,0,3,car,test,v1s
4yUvamNdrOc,4yUvamNdrOc_0_5000,0,0,man,train,v1s
4yx7AdsRAOs,4yx7AdsRAOs_0_10000,0,0,frying-food,test,v2
4z1iIHvWv38,4z1iIHvWv38_0_5000,0,0,guitar,test,v1s
4ZcNowVqLfg_1,4ZcNowVqLfg_1,0,0,guitar,train,v1m
4ZcNowVqLfg_3,4ZcNowVqLfg_3,0,0,guitar,train,v1m
4ZcNowVqLfg_6,4ZcNowVqLfg_6,0,0,guitar_man,train,v1m
4zEAwoD1T2M,4zEAwoD1T2M_5000_10000,0,5,horse,train,v1s
4zElLaliJTU,4zElLaliJTU_1000_6000,0,1,woman,train,v1s
4zh7vIS5Tj4,4zh7vIS5Tj4_0_5000,0,0,keyboard,train,v1s
4ZPJ867OBo4,4ZPJ867OBo4_4000_14000,0,4,piano_bassoon,train,v2
4ZPJ867OBo4,4ZPJ867OBo4_75000_85000,1,15,piano_bassoon,train,v2
4ZPJ867OBo4,4ZPJ867OBo4_230000_240000,3,50,piano_bassoon,train,v2
5_UNIL87iis,5_UNIL87iis_1000_6000,0,1,bus,train,v1s
5-Bl5mcx-Yg,5-Bl5mcx-Yg_0_5000,0,0,bird,val,v1s
5-teLbuojYY,5-teLbuojYY_3000_8000,0,3,violin,train,v1s
504xwe6p9yE,504xwe6p9yE_10000_20000,0,10,man_pipa,train,v2
509AKyeVzBI,509AKyeVzBI_3000_8000,0,3,woman,train,v1s
50FXSy0Doos,50FXSy0Doos_0_5000,0,0,man,val,v1s
50gCCFjjY8s,50gCCFjjY8s_5000_10000,0,5,man,train,v1s
50m-w1KXlM0,50m-w1KXlM0_0_5000,0,0,horse,test,v1s
50yP7eYCKUs,50yP7eYCKUs_40000_50000,0,40,woman_guitar,train,v2
50yP7eYCKUs,50yP7eYCKUs_90000_100000,1,30,woman_guitar,train,v2
50Z4O0mzAXg,50Z4O0mzAXg_6000_16000,0,6,guitar,train,v2
50Z4O0mzAXg,50Z4O0mzAXg_50000_60000,0,50,guitar_sitar,train,v2
50Z4O0mzAXg,50Z4O0mzAXg_100000_110000,1,40,guitar_sitar,train,v2
50Z4O0mzAXg,50Z4O0mzAXg_150000_160000,2,30,guitar_sitar,train,v2
517vl-qXL7w,517vl-qXL7w_1000_6000,0,1,man,train,v1s
51CsCGm7nQc,51CsCGm7nQc_0_5000,0,0,violin,train,v1s
51yApD6AnUk,51yApD6AnUk_0_5000,0,0,woman,train,v1s
529dD-00h8Y,529dD-00h8Y_0_5000,0,0,tabla,train,v1s
52gZKC7x3uA,52gZKC7x3uA_5000_10000,0,5,violin,train,v1s
52TvGcpOGWs,52TvGcpOGWs_5000_10000,0,5,helicopter,val,v1s
533tCgdWiFs,533tCgdWiFs_593000_603000,9,53,man,train,v2
53iBDJ5YtQo,53iBDJ5YtQo_0_5000,0,0,ukulele,test,v1s
53ogMQWPV30,53ogMQWPV30_5000_10000,0,5,lion,train,v1s
53UtJp-9UYM,53UtJp-9UYM_222000_232000,3,42,vacuum-cleaner,train,v2
54MdmDuFk2Q,54MdmDuFk2Q_0_5000,0,0,guitar,val,v1s
54PhWYrDTgw,54PhWYrDTgw_0_5000,0,0,saw,train,v1s
54rRL-6aP7Y,54rRL-6aP7Y_30000_40000,0,30,erhu,train,v2
55bGnVpdr9w,55bGnVpdr9w_0_5000,0,0,man,train,v1s
55F7CcUaf4Y,55F7CcUaf4Y_0_5000,0,0,guitar,test,v1s
55l9j-CggDQ,55l9j-CggDQ_5000_10000,0,5,cat,train,v1s
55Q5nD-vWRc,55Q5nD-vWRc_0_5000,0,0,cat,train,v1s
567Wla8mdJw,567Wla8mdJw_5000_10000,0,5,violin,train,v1s
56uc2POpkD0,56uc2POpkD0_5000_10000,0,5,horse,train,v1s
56Y8w45jKlE,56Y8w45jKlE_5000_10000,0,5,woman,train,v1s
572D_4G9cos,572D_4G9cos_150000_160000,2,30,vacuum-cleaner,train,v2
574NjiOGi5s,574NjiOGi5s_2000_7000,0,2,woman,test,v1s
57eucQqHwJQ,57eucQqHwJQ_0_5000,0,0,guitar,train,v1s
57fIhnZBDeI,57fIhnZBDeI_0_5000,0,0,car,train,v1s
57fjUzulv9c,57fjUzulv9c_4000_9000,0,4,woman,test,v1s
57Mxl9I5_1E,57Mxl9I5_1E_37000_47000,0,37,leopard,train,v2
57Q_RHO0qA8,57Q_RHO0qA8_1000_6000,0,1,lion,train,v1s
57xRx1E926E,57xRx1E926E_28000_38000,0,28,piano_erhu,train,v2
57xRx1E926E,57xRx1E926E_46000_56000,0,46,erhu,train,v2
58ajs6se3HQ,58ajs6se3HQ_5000_10000,0,5,emergency-car,train,v1s
58y3284_0ec,58y3284_0ec_0_5000,0,0,man,train,v1s
592LvklDGBc,592LvklDGBc_0_5000,0,0,woman,train,v1s
59CMBLrPOts_0,59CMBLrPOts_0,0,0,tabla_man,val,v1m
59nkrk-av0w,59nkrk-av0w_2000_12000,0,2,man,train,v2
