vid,uid,s_min,s_sec,a_obj,split,label
7MpSVkEAtoI,7MpSVkEAtoI_110000_120000,1,50,piano,seen_train,v2
xsKDlRGubgM,xsKDlRGubgM_40000_50000,0,40,saw,seen_train,v2
pNTHepz5-kA,pNTHepz5-kA_7000_17000,0,7,tractor,seen_train,v2
xzxGfB9dilk,xzxGfB9dilk_70000_80000,1,10,handpan,seen_train,v2
OTNeX5w1-vY,OTNeX5w1-vY_5000_15000,0,5,harmonica,seen_train,v2
-5npm3LS8mY,-5npm3LS8mY_97000_107000,1,37,bird,seen_train,v2
2QAev97bk0c,2QAev97bk0c_75000_85000,1,15,ukulele_pipa,seen_train,v2
ee1_2gA8UZY,ee1_2gA8UZY_36000_46000,0,36,bird,seen_train,v2
FHSoSamzdAY,FHSoSamzdAY_20000_30000,0,20,guitar_violin,seen_train,v2
NwISV0dGIQE,NwISV0dGIQE_330000_340000,5,30,lion,seen_train,v2
-cLOg0sQ0Zo,-cLOg0sQ0Zo_420000_430000,7,0,woman_man_hair-dryer,seen_train,v2
ZK6mfdOA_34,ZK6mfdOA_34_120000_130000,2,0,frying-food,seen_train,v2
SKi7ES0ogLI,SKi7ES0ogLI_280000_290000,4,40,man,seen_train,v2
IguMXMwDq6k_3,IguMXMwDq6k_3,0,0,dog_woman,seen_train,v1m
my7j0vSWwTI,my7j0vSWwTI_83000_93000,1,23,guitar,seen_train,v2
fwyReIZJz5w,fwyReIZJz5w_506000_516000,8,26,saw,seen_train,v2
fw8wGJY8III,fw8wGJY8III_0_10000,0,0,wolf,seen_train,v2
3nKNwSksWYQ,3nKNwSksWYQ_8000_18000,0,8,dog,seen_train,v2
BsMAcew4Bbw,BsMAcew4Bbw_115000_125000,1,55,guitar_man,seen_train,v2
Omsy2xAmem8,Omsy2xAmem8_10000_20000,0,10,car,seen_train,v2
SFVZ2OklsVM,SFVZ2OklsVM_2368000_2378000,39,28,accordion_guitar,seen_train,v2
dDZDnj6vQSo,dDZDnj6vQSo_60000_70000,1,0,piano_guitar,seen_train,v2
Aaiv1-NMnFs,Aaiv1-NMnFs_0_10000,0,0,drum_guitar_woman,seen_train,v2
gcmA3nerVnk,gcmA3nerVnk_0_10000,0,0,hair-dryer,seen_train,v2
b0VrvTkIe6I,b0VrvTkIe6I_37000_47000,0,37,guitar_man,seen_train,v2
Mz6uJu0VlF0_3,Mz6uJu0VlF0_3,0,0,man_dog,seen_train,v1m
UvHjKXLqmC8_0,UvHjKXLqmC8_0,0,0,piano_tabla,seen_train,v1m
LYRJXfjtQJk,LYRJXfjtQJk_170000_180000,2,50,bird_man,seen_train,v2
FTssimnblfo,FTssimnblfo_115000_125000,1,55,guitar,seen_train,v2
4LnHdWgLlFI,4LnHdWgLlFI_60000_70000,1,0,man,seen_train,v2
vg3BwGb9eUY,vg3BwGb9eUY_1231000_1241000,20,31,man,seen_train,v2
fSdR8U3VkWU,fSdR8U3VkWU_930000_940000,15,30,woman,seen_train,v2
-MVWkWAUFTg,-MVWkWAUFTg_0_10000,0,0,sheep,seen_train,v2
KXvmc3dLn3E,KXvmc3dLn3E_345000_355000,5,45,saw,seen_train,v2
FIhVf0y5SP4,FIhVf0y5SP4_26000_36000,0,26,harmonica_guitar,seen_train,v2
y0tsSV6vCGQ,y0tsSV6vCGQ_608000_618000,10,8,train,seen_train,v2
EXjmfFyOAqA,EXjmfFyOAqA_30000_40000,0,30,flute_ukulele,seen_train,v2
Y0t3yM_3ZwE,Y0t3yM_3ZwE_120000_130000,2,0,pig_man,seen_train,v2
Hjx-S-6U9k0,Hjx-S-6U9k0_7000_17000,0,7,elephant,seen_train,v2
QnVzn-1mESU,QnVzn-1mESU_23000_33000,0,23,wolf,seen_train,v2
7lxTe_gvcuI,7lxTe_gvcuI_0_10000,0,0,gun,seen_train,v2
O_udia5NhXo,O_udia5NhXo_424000_434000,7,4,tractor,seen_train,v2
8q8lFLEvVU8_0,8q8lFLEvVU8_0,0,0,guitar,seen_train,v1m
oSMvY0tErC4,oSMvY0tErC4_50000_60000,0,50,flute_tuba,seen_train,v2
2fBeTyXzDPI,2fBeTyXzDPI_20000_30000,0,20,boat,seen_train,v2
a9XK5RPorXY,a9XK5RPorXY_10000_20000,0,10,tuba,seen_train,v2
Ow_xqQBeW4g,Ow_xqQBeW4g_128000_138000,2,8,man,seen_train,v2
lYwnXP3g050,lYwnXP3g050_33000_43000,0,33,sheep,seen_train,v2
F1x1ck3OySg,F1x1ck3OySg_10000_20000,0,10,flute_guitar,seen_train,v2
dDZDnj6vQSo,dDZDnj6vQSo_199000_209000,3,19,piano_guitar,seen_train,v2
ntxKiBof9QE,ntxKiBof9QE_15000_25000,0,15,woman_hair-dryer,seen_train,v2
xMKl_4aMiAU,xMKl_4aMiAU_15000_25000,0,15,marimba,seen_train,v2
OJDnSW1T30M,OJDnSW1T30M_60000_70000,1,0,guitar_man,seen_train,v2
yloELSWktYo,yloELSWktYo_510000_520000,8,30,man,seen_train,v2
WtBSeHVz1wg,WtBSeHVz1wg_10000_20000,0,10,guitar,seen_train,v2
dDZDnj6vQSo,dDZDnj6vQSo_119000_129000,1,59,piano_guitar,seen_train,v2
LR24x_BZ85I,LR24x_BZ85I_1753000_1763000,29,13,woman,seen_train,v2
Pe1LuVFTczE,Pe1LuVFTczE_281000_291000,4,41,guitar_pipa,seen_train,v2
mqB05HNR03g,mqB05HNR03g_100000_110000,1,40,woman,seen_train,v2
1zbOyJMq72E,1zbOyJMq72E_490000_500000,8,10,man_hair-dryer,seen_train,v2
wAPqoNs48cI,wAPqoNs48cI_85000_95000,1,25,cello_violin,seen_train,v2
LR24x_BZ85I,LR24x_BZ85I_2704000_2714000,45,4,woman,seen_train,v2
O6LDqbVt2Rw,O6LDqbVt2Rw_193000_203000,3,13,guitar_man,seen_train,v2
Axm4n-Bblvg,Axm4n-Bblvg_42000_52000,0,42,bird,seen_train,v2
SFVZ2OklsVM,SFVZ2OklsVM_755000_765000,12,35,accordion_guitar,seen_train,v2
CguTMwUMf2E,CguTMwUMf2E_123000_133000,2,3,guitar_man,seen_train,v2
tD-X6tnCyfc,tD-X6tnCyfc_50000_60000,0,50,tractor,seen_train,v2
9V6XZitOH84,9V6XZitOH84_203000_213000,3,23,woman,seen_train,v2
Cs9bkMQ4yuc,Cs9bkMQ4yuc_168000_178000,2,48,vacuum-cleaner,seen_train,v2
hXf0Jw4EiAg,hXf0Jw4EiAg_20000_30000,0,20,wolf,seen_train,v2
xLXcCv45AYg_22,xLXcCv45AYg_22,0,0,dog,seen_train,v1m
KjCR-PaDrZ4_0,KjCR-PaDrZ4_0,0,0,tabla,seen_train,v1m
k-YLULKJaO8,k-YLULKJaO8_10000_20000,0,10,man_ukulele,seen_train,v2
ph06e3-dm2Q,ph06e3-dm2Q_7000_17000,0,7,woman,seen_train,v2
e5zwPj0IXTo,e5zwPj0IXTo_1000_11000,0,1,woman_piano,seen_train,v2
2XOTejBfF2g,2XOTejBfF2g_526000_536000,8,46,axe,seen_train,v2
igZPDYrWGuQ,igZPDYrWGuQ_8000_18000,0,8,guitar,seen_train,v2
IB_IJ8zxJ3g,IB_IJ8zxJ3g_10000_20000,0,10,flute,seen_train,v2
C_v4tpkpDGE,C_v4tpkpDGE_120000_130000,2,0,accordion_guitar,seen_train,v2
375VdW7o1ys_0,375VdW7o1ys_0,0,0,piano,seen_train,v1m
nvlCOZgLMjU,nvlCOZgLMjU_90000_100000,1,30,guitar_man,seen_train,v2
wF1ddDtLFyE,wF1ddDtLFyE_100000_110000,1,40,guitar_man,seen_train,v2
p0G-AlGytMk_0,p0G-AlGytMk_0,0,0,tabla,seen_train,v1m
_fvpYLXtQHQ_0,_fvpYLXtQHQ_0,0,0,guitar_tabla,seen_train,v1m
L_QKpppskDU,L_QKpppskDU_18000_28000,0,18,erhu,seen_train,v2
7qeEs3ahSm4,7qeEs3ahSm4_49000_59000,0,49,gun,seen_train,v2
0Xdpbv3TGko,0Xdpbv3TGko_217000_227000,3,37,train,seen_train,v2
P57qJiet6nY,P57qJiet6nY_150000_160000,2,30,piano_saxophone,seen_train,v2
2fBeTyXzDPI,2fBeTyXzDPI_223000_233000,3,43,boat,seen_train,v2
xQf6ehozFq8,xQf6ehozFq8_150000_160000,2,30,cello_trumpet_guitar,seen_train,v2
F7v8Vt1s3zY,F7v8Vt1s3zY_278000_288000,4,38,man,seen_train,v2
qpJL0HSlsZk,qpJL0HSlsZk_160000_170000,2,40,piano_cello_violin,seen_train,v2
iSBtK1T10Ew,iSBtK1T10Ew_864000_874000,14,24,piano,seen_train,v2
djnvyhqRRjE,djnvyhqRRjE_265000_275000,4,25,pig_man,seen_train,v2
oRSCL3149fI,oRSCL3149fI_135000_145000,2,15,piano_clarinet,seen_train,v2
QEcxlt57PAE,QEcxlt57PAE_30000_40000,0,30,train,seen_train,v2
d7AhXsnE97g,d7AhXsnE97g_105000_115000,1,45,piano_saxophone,seen_train,v2
dYaapQKx48c,dYaapQKx48c_10000_20000,0,10,hair-dryer,seen_train,v2
Wd2qRSzCj84,Wd2qRSzCj84_30000_40000,0,30,frying-food,seen_train,v2
s7rOUUGYzWw,s7rOUUGYzWw_110000_120000,1,50,woman_guitar,seen_train,v2
zcJLBgy-gaQ,zcJLBgy-gaQ_410000_420000,6,50,woman_parrot,seen_train,v2
ZEDvxmeBMqg,ZEDvxmeBMqg_437000_447000,7,17,saw,seen_train,v2
3j70IMk6InE,3j70IMk6InE_1000_11000,0,1,trombone,seen_train,v2
rE0OLKvP6vk,rE0OLKvP6vk_50000_60000,0,50,trumpet,seen_train,v2
7gwIEglCBI8,7gwIEglCBI8_126000_136000,2,6,piano,seen_train,v2
8cGUDi8c7a4,8cGUDi8c7a4_93000_103000,1,33,drum_guitar,seen_train,v2
I9mPVQt9SoQ,I9mPVQt9SoQ_126000_136000,2,6,woman_ukulele,seen_train,v2
BuI-u9_tobo,BuI-u9_tobo_30000_40000,0,30,keyboard,seen_train,v2
gK3rU2rqagE,gK3rU2rqagE_230000_240000,3,50,man,seen_train,v2
JXlgmoBDgj0,JXlgmoBDgj0_229000_239000,3,49,handpan,seen_train,v2
oRSCL3149fI,oRSCL3149fI_105000_115000,1,45,piano_clarinet,seen_train,v2
BRLmO3X2jLE,BRLmO3X2jLE_15000_25000,0,15,sorna,seen_train,v2
Ow9uE_v2AEg,Ow9uE_v2AEg_150000_160000,2,30,woman_piano,seen_train,v2
3s9nCBkOg5U,3s9nCBkOg5U_410000_420000,6,50,duck,seen_train,v2
C2poDeWWuwI,C2poDeWWuwI,0,0,bird_woman,seen_train,v1m
Y0ujnRWnLQs,Y0ujnRWnLQs_20000_30000,0,20,tuba,seen_train,v2
_QymbafXKF8,_QymbafXKF8_70000_80000,1,10,bassoon,seen_train,v2
YVYVgN1JYW0,YVYVgN1JYW0_10000_20000,0,10,guitar,seen_train,v2
guYuFSrxla4,guYuFSrxla4_105000_115000,1,45,woman_guitar,seen_train,v2
aQ6Owy6av9E,aQ6Owy6av9E_40000_50000,0,40,cat,seen_train,v2
gXYYLY6SvUo,gXYYLY6SvUo_90000_100000,1,30,guitar,seen_train,v2
9scT0XNxmVw,9scT0XNxmVw_450000_460000,7,30,woman,seen_train,v2
Hu2QCqWLFgc,Hu2QCqWLFgc_637000_647000,10,37,mower,seen_train,v2
CtajDX5eOQU,CtajDX5eOQU_736000_746000,12,16,accordion_guitar_man,seen_train,v2
VFjIoNwrKio,VFjIoNwrKio_1970000_1980000,32,50,tabla_sitar,seen_train,v2
SR8c8UQmPGQ,SR8c8UQmPGQ_40000_50000,0,40,goose,seen_train,v2
FsSl_rq6X44,FsSl_rq6X44_158000_168000,2,38,drum_guitar,seen_train,v2
xTmxUpkhqQc,xTmxUpkhqQc_50000_60000,0,50,woman_man_ukulele,seen_train,v2
s3lQlzyjKWE,s3lQlzyjKWE_245000_255000,4,5,violin,seen_train,v2
2SqyIF26F_k,2SqyIF26F_k_313000_323000,5,13,tractor,seen_train,v2
wnAOz5N5oQE,wnAOz5N5oQE_707000_717000,11,47,dog_man,seen_train,v2
oRQqy3WfQ40,oRQqy3WfQ40_780000_790000,13,0,man,seen_train,v2
mmKFvnvdW30,mmKFvnvdW30_1020000_1030000,17,0,guitar_man,seen_train,v2
HkkaoyrOVG0,HkkaoyrOVG0_220000_230000,3,40,bird,seen_train,v2
Pg7MZKCxbbU,Pg7MZKCxbbU_67000_77000,1,7,saxophone,seen_train,v2
iSBtK1T10Ew,iSBtK1T10Ew_1168000_1178000,19,28,drum_marimba,seen_train,v2
PxXx1BUtLT4,PxXx1BUtLT4_5000_15000,0,5,truck,seen_train,v2
Hs4zKm9DKqg,Hs4zKm9DKqg_90000_100000,1,30,guitar,seen_train,v2
GnmiVxAnxLM,GnmiVxAnxLM_374000_384000,6,14,woman_hair-dryer,seen_train,v2
n8s2WJXyE4o,n8s2WJXyE4o_430000_440000,7,10,man,seen_train,v2
9PHmJZwH6BM,9PHmJZwH6BM_59000_69000,0,59,train,seen_train,v2
ELZzyhWMdqA_0,ELZzyhWMdqA_0,0,0,piano,seen_train,v1m
lzzMHoi3r2w,lzzMHoi3r2w_7000_17000,0,7,marimba,seen_train,v2
hTkokLmh1LE,hTkokLmh1LE_72000_82000,1,12,man_ukulele,seen_train,v2
SPCx5oYxNYQ,SPCx5oYxNYQ_15000_25000,0,15,woman_guitar,seen_train,v2
-wb3JWo4qTg,-wb3JWo4qTg_320000_330000,5,20,woman,seen_train,v2
nT0PHpAlvys,nT0PHpAlvys_163000_173000,2,43,mower,seen_train,v2
0BRVBuF0mSc,0BRVBuF0mSc_80000_90000,1,20,woman_guitar,seen_train,v2
4LbXVf1ymHs,4LbXVf1ymHs_2002000_2012000,33,22,tabla_sitar,seen_train,v2
4SJ-Oy97rVE,4SJ-Oy97rVE_5000_15000,0,5,tabla_accordion,seen_train,v2
ocGjlYxmvd0,ocGjlYxmvd0_24000_34000,0,24,erhu,seen_train,v2
sQEnzZNVu7o,sQEnzZNVu7o_50000_60000,0,50,mower,seen_train,v2
97q7-Q4fM0o,97q7-Q4fM0o_59000_69000,0,59,marimba,seen_train,v2
wlmLrGbdR0c,wlmLrGbdR0c_140000_150000,2,20,drum,seen_train,v2
YbrCIC9wlmI,YbrCIC9wlmI_25000_35000,0,25,erhu,seen_train,v2
PtF9wUVgV5k,PtF9wUVgV5k_309000_319000,5,9,bassoon_violin,seen_train,v2
LASNOOICnA0,LASNOOICnA0_51000_61000,0,51,erhu,seen_train,v2
V-JvwN3_ASI,V-JvwN3_ASI_5000_15000,0,5,motorcycle,seen_train,v2
ychyVrSUHwo,ychyVrSUHwo_200000_210000,3,20,woman,seen_train,v2
1yeUwu6xfkY,1yeUwu6xfkY_236000_246000,3,56,piano_woman_cello,seen_train,v2
EMTM6gxHUUA,EMTM6gxHUUA_100000_110000,1,40,boat,seen_train,v2
LB4w_fc8F-A,LB4w_fc8F-A_80000_90000,1,20,mower,seen_train,v2
Hz5UToOYqvs,Hz5UToOYqvs_57000_67000,0,57,sheep,seen_train,v2
4mXaFCSUs58,4mXaFCSUs58_17000_27000,0,17,flute_piano,seen_train,v2
FHSoSamzdAY,FHSoSamzdAY_845000_855000,14,5,guitar_violin,seen_train,v2
iSbZfJc1hFs,iSbZfJc1hFs_20000_30000,0,20,tabla_ukulele,seen_train,v2
ytYEDW7TKkk,ytYEDW7TKkk_1343000_1353000,22,23,utv_man,seen_train,v2
wEeHhV20AP4,wEeHhV20AP4_410000_420000,6,50,woman,seen_train,v2
GqeGsOU9J8A,GqeGsOU9J8A_10000_20000,0,10,piano,seen_train,v2
qex-TtKPS88,qex-TtKPS88,0,0,lion,seen_train,v1m
eH2dLVNTdOo,eH2dLVNTdOo_770000_780000,12,50,woman,seen_train,v2
LQlLJWdCelw,LQlLJWdCelw_90000_100000,1,30,piano_woman_guitar,seen_train,v2
sokj038aDsw,sokj038aDsw_50000_60000,0,50,guitar,seen_train,v2
5tFkQU7swk0,5tFkQU7swk0_78000_88000,1,18,guitar_man,seen_train,v2
3VlL4aigYGg,3VlL4aigYGg_8000_18000,0,8,sorna,seen_train,v2
tD-X6tnCyfc,tD-X6tnCyfc_0_10000,0,0,tractor,seen_train,v2
_ta7b5gmhJs,_ta7b5gmhJs_36000_46000,0,36,handpan,seen_train,v2
UvHjKXLqmC8,UvHjKXLqmC8,0,0,tabla_piano,seen_train,v1m
sJZkBRNrQoc,sJZkBRNrQoc_766000_776000,12,46,man,seen_train,v2
kLuuxnijxa0,kLuuxnijxa0_197000_207000,3,17,boat,seen_train,v2
A7RCDPwJQFQ,A7RCDPwJQFQ_15000_25000,0,15,trombone,seen_train,v2
Ebj5EsYGIfw,Ebj5EsYGIfw_75000_85000,1,15,tractor,seen_train,v2
5oQRA7tEVfI,5oQRA7tEVfI_30000_40000,0,30,woman_guitar_drum,seen_train,v2
wnAOz5N5oQE,wnAOz5N5oQE_661000_671000,11,1,man,seen_train,v2
FIhVf0y5SP4,FIhVf0y5SP4_2000_12000,0,2,harmonica_guitar,seen_train,v2
jkaCysS7APs,jkaCysS7APs_108000_118000,1,48,woman_guitar,seen_train,v2
REFckH-1atI,REFckH-1atI_35000_45000,0,35,pipa,seen_train,v2
-iBBiFy4x_M,-iBBiFy4x_M_432000_442000,7,12,frying-food,seen_train,v2
LIUU1ZmIljc,LIUU1ZmIljc_270000_280000,4,30,piano_marimba,seen_train,v2
6JRqjDGOfVo,6JRqjDGOfVo_243000_253000,4,3,piano_saxophone,seen_train,v2
LR24x_BZ85I,LR24x_BZ85I_1992000_2002000,33,12,woman,seen_train,v2
v9-tg3i13tA,v9-tg3i13tA_86000_96000,1,26,trombone,seen_train,v2
0sgE-M5ES1Q,0sgE-M5ES1Q_26000_36000,0,26,guitar_man,seen_train,v2
7gwIEglCBI8,7gwIEglCBI8_3000_13000,0,3,piano,seen_train,v2
Etils5_FXL4,Etils5_FXL4_2000_12000,0,2,guitar_man,seen_train,v2
By-TDl2b2E4,By-TDl2b2E4_341000_351000,5,41,woman,seen_train,v2
XOGHKGBB08w,XOGHKGBB08w_580000_590000,9,40,man,seen_train,v2
2MP5Ov_H4Go,2MP5Ov_H4Go_110000_120000,1,50,cat,seen_train,v2
-Xip1VjslpA,-Xip1VjslpA_23000_33000,0,23,piano_trumpet,seen_train,v2
44hO1op3RZo,44hO1op3RZo_13000_23000,0,13,accordion_tabla,seen_train,v2
eAzfhxcAICs,eAzfhxcAICs_90000_100000,1,30,man_goose,seen_train,v2
I9mPVQt9SoQ,I9mPVQt9SoQ_20000_30000,0,20,woman_ukulele,seen_train,v2
iSBtK1T10Ew,iSBtK1T10Ew_888000_898000,14,48,piano_saxophone,seen_train,v2
kQrvjatJfZ0,kQrvjatJfZ0_15000_25000,0,15,cello_guitar,seen_train,v2
4LbXVf1ymHs,4LbXVf1ymHs_700000_710000,11,40,sitar,seen_train,v2
rzKjN2en0H8,rzKjN2en0H8_487000_497000,8,7,accordion_saxophone_man,seen_train,v2
gau-DfyfJqY,gau-DfyfJqY_127000_137000,2,7,hair-dryer,seen_train,v2
qu7DI5iu-QE,qu7DI5iu-QE_40000_50000,0,40,drum_guitar_man,seen_train,v2
A8v98LQEgw4,A8v98LQEgw4_133000_143000,2,13,sorna,seen_train,v2
K-CK5Arwd7g,K-CK5Arwd7g_0_10000,0,0,parrot,seen_train,v2
j2WS4QifkXE,j2WS4QifkXE_960000_970000,16,0,piano_cello,seen_train,v2
mmKFvnvdW30,mmKFvnvdW30_737000_747000,12,17,woman_guitar_man,seen_train,v2
DtH5pDjc0Cg_4,DtH5pDjc0Cg_4,0,0,piano_man,seen_train,v1m
SKi7ES0ogLI,SKi7ES0ogLI_610000_620000,10,10,man,seen_train,v2
zF58qcNB16s,zF58qcNB16s_30000_40000,0,30,guitar_man,seen_train,v2
dCUcvPgwtvM,dCUcvPgwtvM_20000_30000,0,20,trombone,seen_train,v2
gdjRxuFIbn0,gdjRxuFIbn0_208000_218000,3,28,flute_drum_handpan,seen_train,v2
I0uqJiuZGcI,I0uqJiuZGcI_0_10000,0,0,lion,seen_train,v2
4bg9UqOSeBo,4bg9UqOSeBo_90000_100000,1,30,woman,seen_train,v2
Utw2UfZGCe8,Utw2UfZGCe8_8000_18000,0,8,lion,seen_train,v2
rzKjN2en0H8,rzKjN2en0H8_1483000_1493000,24,43,accordion_drum_clarinet,seen_train,v2
V0aHNJNfojs,V0aHNJNfojs_0_10000,0,0,vacuum-cleaner,seen_train,v2
GADqM956KEs,GADqM956KEs_691000_701000,11,31,guitar_man,seen_train,v2
zvjPsMpbnac,zvjPsMpbnac_148000_158000,2,28,tabla,seen_train,v2
qyQfbuaOHpI,qyQfbuaOHpI_60000_70000,1,0,piano_saxophone,seen_train,v2
Ve5nmEUp9S4,Ve5nmEUp9S4_67000_77000,1,7,woman_guitar,seen_train,v2
sHyhvtLTCbo,sHyhvtLTCbo_10000_20000,0,10,piano,seen_train,v2
ZkX8YyA4Wp4,ZkX8YyA4Wp4_815000_825000,13,35,violin,seen_train,v2
ERlBMaq67jo,ERlBMaq67jo_5000_15000,0,5,handpan,seen_train,v2
RBu8PHO7Hh4,RBu8PHO7Hh4_50000_60000,0,50,tabla_sitar,seen_train,v2
F2OpS-QIqP8,F2OpS-QIqP8_285000_295000,4,45,cat,seen_train,v2
z1f9qdMQt28,z1f9qdMQt28_50000_60000,0,50,woman_guitar,seen_train,v2
vEvvRfuVk30,vEvvRfuVk30_17000_27000,0,17,cat,seen_train,v2
k6nUVKGUo3w,k6nUVKGUo3w_733000_743000,12,13,axe_man,seen_train,v2
vseDrZTeRaw,vseDrZTeRaw_46000_56000,0,46,tractor,seen_train,v2
aBmzZJZ_M8Y,aBmzZJZ_M8Y_31000_41000,0,31,piano_clarinet,seen_train,v2
loQdim1QEZI,loQdim1QEZI_35000_45000,0,35,piano,seen_train,v2
1yeUwu6xfkY,1yeUwu6xfkY_10000_20000,0,10,piano,seen_train,v2
8vZevxooJ5A,8vZevxooJ5A_30000_40000,0,30,keyboard,seen_train,v2
XB-LA7JvuFs,XB-LA7JvuFs_10000_20000,0,10,mower,seen_train,v2
yo0FoM-FOSE,yo0FoM-FOSE_60000_70000,1,0,woman_guitar,seen_train,v2
mYlYBF2FQqQ,mYlYBF2FQqQ_0_10000,0,0,piano_man,seen_train,v2
gAf1QWvKNRE,gAf1QWvKNRE_335000_345000,5,35,man_gun,seen_train,v2
f170h57Dips,f170h57Dips_72000_82000,1,12,car,seen_train,v2
akC400kMxHM,akC400kMxHM_2000_12000,0,2,train,seen_train,v2
4mcGl3gjvsQ,4mcGl3gjvsQ_1718000_1728000,28,38,saw_man,seen_train,v2
q6Vwbg3SOSc,q6Vwbg3SOSc_144000_154000,2,24,man_gun,seen_train,v2
Mx51iT_KJ6Q,Mx51iT_KJ6Q_49000_59000,0,49,harmonica,seen_train,v2
CmwLl86x1Jw,CmwLl86x1Jw_23000_33000,0,23,pipa,seen_train,v2
aHn4f2Z2DiY,aHn4f2Z2DiY_0_10000,0,0,duck,seen_train,v2
1yeUwu6xfkY,1yeUwu6xfkY_116000_126000,1,56,woman_piano_cello,seen_train,v2
4t0I10eMoJU_0,4t0I10eMoJU_0,0,0,piano,seen_train,v1m
rfCUcG6QMwk,rfCUcG6QMwk_158000_168000,2,38,piano_tuba,seen_train,v2
7oKjW1OIjuw,7oKjW1OIjuw_368000_378000,6,8,woman_man,seen_train,v2
SFVZ2OklsVM,SFVZ2OklsVM_2837000_2847000,47,17,accordion_guitar,seen_train,v2
9xp46AwF9BY_0,9xp46AwF9BY_0,0,0,violin_piano,seen_train,v1m
gmGm774wJCw,gmGm774wJCw_340000_350000,5,40,erhu_violin,seen_train,v2
xObkF82w070,xObkF82w070_10000_20000,0,10,sitar,seen_train,v2
wdB0tV2egxE,wdB0tV2egxE_120000_130000,2,0,piano_bassoon,seen_train,v2
eAzfhxcAICs,eAzfhxcAICs_120000_130000,2,0,man_goose,seen_train,v2
gYZfIvd25_8,gYZfIvd25_8_37000_47000,0,37,man,seen_train,v2
gOVozG8JJGI,gOVozG8JJGI_29000_39000,0,29,airplane,seen_train,v2
KXvmc3dLn3E,KXvmc3dLn3E_720000_730000,12,0,tractor,seen_train,v2
PwylW_sUfQY,PwylW_sUfQY_5000_15000,0,5,parrot,seen_train,v2
XZe0qd91s7o,XZe0qd91s7o_170000_180000,2,50,erhu,seen_train,v2
k35blcO8Z7k,k35blcO8Z7k_1195000_1205000,19,55,woman,seen_train,v2
CpCubAYD3ic,CpCubAYD3ic_318000_328000,5,18,man_clipper,seen_train,v2
faGCfJO9FhY,faGCfJO9FhY_0_10000,0,0,man,seen_train,v2
ewQLi4UXW3M,ewQLi4UXW3M_0_10000,0,0,man,seen_train,v2
pPnfMkfojdU,pPnfMkfojdU_85000_95000,1,25,piano_trombone,seen_train,v2
8hr42lVW_gk,8hr42lVW_gk_40000_50000,0,40,bassoon_clarinet,seen_train,v2
wEGD8-RTMuI_0,wEGD8-RTMuI_0,0,0,violin,seen_train,v1m
RYTEikiB21c,RYTEikiB21c_495000_505000,8,15,airplane,seen_train,v2
hp5l2Gnt2_I,hp5l2Gnt2_I_122000_132000,2,2,goose,seen_train,v2
OlZDfX8gWgU,OlZDfX8gWgU_87000_97000,1,27,flute,seen_train,v2
eAzfhxcAICs,eAzfhxcAICs_110000_120000,1,50,man_goose,seen_train,v2
h2HCWk1_LG8,h2HCWk1_LG8_23000_33000,0,23,saxophone,seen_train,v2
6uFdi6GOztI,6uFdi6GOztI_11000_21000,0,11,cat,seen_train,v2
ZOtE45O2NFQ,ZOtE45O2NFQ_55000_65000,0,55,woman_guitar_man,seen_train,v2
Dph2gF_tc64,Dph2gF_tc64_42000_52000,0,42,man,seen_train,v2
E2E_NuOINN4,E2E_NuOINN4_290000_300000,4,50,woman_man,seen_train,v2
7ZvqglwZK8Q,7ZvqglwZK8Q_8000_18000,0,8,mower,seen_train,v2
hktV3FnyOUU,hktV3FnyOUU_77000_87000,1,17,man,seen_train,v2
dzSj9fxi8As,dzSj9fxi8As_14000_24000,0,14,airplane,seen_train,v2
DGC9d3n7Tpw_0,DGC9d3n7Tpw_0,0,0,piano,seen_train,v1m
zXHJI7JEqYc_0,zXHJI7JEqYc_0,0,0,man,seen_train,v1m
2SqyIF26F_k,2SqyIF26F_k_158000_168000,2,38,tractor,seen_train,v2
I_kxmHFX40w_2,I_kxmHFX40w_2,0,0,guitar_woman,seen_train,v1m
uCK7Gok3u0U_8,uCK7Gok3u0U_8,0,0,piano,seen_train,v1m
pZB1caQsw7Q,pZB1caQsw7Q_140000_150000,2,20,saw,seen_train,v2
qUZ4I1hc3XQ,qUZ4I1hc3XQ_0_10000,0,0,piano_guitar,seen_train,v2
JkGJDTKCFME,JkGJDTKCFME_131000_141000,2,11,guitar_man,seen_train,v2
K_sv0g6DZe8,K_sv0g6DZe8_37000_47000,0,37,tuba,seen_train,v2
xFULKrER2Uw,xFULKrER2Uw_312000_322000,5,12,accordion_guitar_man,seen_train,v2
xfaa0hLcvoA,xfaa0hLcvoA_316000_326000,5,16,piano_cello_violin,seen_train,v2
NXh_WM6sp4k,NXh_WM6sp4k_1065000_1075000,17,45,guitar_man,seen_train,v2
00k9tRb3q8E,00k9tRb3q8E_158000_168000,2,38,man_clipper,seen_train,v2
JLpr70M7qnY,JLpr70M7qnY_5000_15000,0,5,sheep,seen_train,v2
uFcZhH_wFbs,uFcZhH_wFbs_45000_55000,0,45,lion,seen_train,v2
ES8W6op_N98,ES8W6op_N98_377000_387000,6,17,tank,seen_train,v2
e45LHaGNIlE,e45LHaGNIlE_93000_103000,1,33,gun_man,seen_train,v2
WJcWASwAjuY,WJcWASwAjuY_15000_25000,0,15,man,seen_train,v2
